sehir,acik_adres,ilce,mahalle,nufus_yogunlugu,nufus,yuzolcumu,maliyet
İSTANBUL,İSTIKLAL SOK. NO:10/4 OPTIMUM AVM Z61 YENISAHRA/KADIKÖY/İSTANBUL,ATASEHIR,YENISAHRA,16164.0,11428,0.71,486000
İSTANBUL,"KAYABASI, ULUBATLI HASAN CD NO 3, 34494 BASAKSEHIR/ISTANBUL",BASAKSEHIR,KAYABASI,5408.0,74815,13.8,345000
İSTANBUL,"KAYABASI, ULUBATLI HASAN CD NO 3, 34494 BASAKSEHIR/ISTANBUL",BASAKSEHIR,KAYABASI,5408.0,74815,13.8,345000
İSTANBUL,"AKFIRAT, KUZEY MARMARA OTOYOLU İSTANBUL PARK GIRIŞI, İSTANBUL YÖNÜ  TUZLA",TUZLA,AKFIRAT,94.8,2471,26.1,294000
İSTANBUL,ŞEHIT MUHTAR MAHALLESI İSTIKLAL CADDESI NO: 18 BEYOĞLU / İSTANBUL,BEYOGLU,SEHIT MUHTAR,15608.0,1493,0.096,582000
İSTANBUL,SULTAN SELIM MAH. ESKI BUYUKDERE CAD. NO:59A KAGITHANE / ISTANBUL,KAGITHANE,SANAYI,49207.0,36381,0.74,516000
İSTANBUL,REŞITPAŞA MAH. ESKI BÜYÜKDERE CAD. NO: 8 ZEMIN KAT SARIYER/İSTANBUL,SARIYER,RESITPASA,6171.0,17903,2.9,819000
İSTANBUL,"PINAR M. İSTINYE BAYIRI CAD. ENKA OKULLARI KARŞISI ABC YOLU, İSTINYE PARK -  NO: R334-R335-R336-R337 İSTINYE/SARIYER/İSTANBUL",SARIYER,PINAR,15300.0,11628,0.76,819000
İSTANBUL,"İTÜ AYAZAĞA KAMPÜSÜ, KORU YOLU ARI 3 BINASI L107  34390 MASLAK / İSTANBUL",SARIYER,RESITPASA,6171.0,17903,2.9,819000
İSTANBUL,CAFERAĞA MAH. MUVAKKITHANE S. NO:9 KADIKÖY/İSTANBUL,KADIKOY,CAFERAGA,19324.0,23977,1.2,567000
İSTANBUL,KADIR HAS CAD. KADIR HAS ÜNIVERSITESI D BLOK HOL CIBALI/İSTANBUL,FATIH,CIBALI,29292.0,8057,0.28,348000
İSTANBUL,GÜRSEL MAH. İMRAHOR CAD. PREMIER KAMPÜS OFIS SIT. A BLOK APT.NO:29 A/4 KAĞITHANE/İSTANBUL,KAGITHANE,GURSEL,35434.0,30033,0.85,516000
İSTANBUL,MERKEZ MAHALLESI CENDERE CAD. NO:24 SHELL AKARYAKIT İSTASYONU 34406 KAGITHANE ISTANBUL,KAGITHANE,MERKEZ,14618.0,30404,2.1,516000
İSTANBUL,"MERKEZ MAH., AYAZMA YOLU CAD. NO:37, KAĞITHANE MERKEZ/ISTANBUL",KAGITHANE,MERKEZ,14618.0,30404,2.1,516000
İSTANBUL,BÜYÜKDERE CAD. LEVENT KANYON ALIŞVERIŞ MERKEZI NO :185 2.BODRUM MĞZ NO:185 1.LEVENT/İSTANBUL,SISLI,ESENTEPE,4514.0,7056,1.6,543000
İSTANBUL,"BUYUKDERE CAD. KANYON ALIŞVERIŞ MERKEZI NO:185 , BB NO:176/C LEVENT / BESIKTAS / ISTANBUL",SISLI,ESENTEPE,4514.0,7056,1.6,543000
İSTANBUL,ESENTEPE MAH. MUSTAFA KEMAL CAD. NO:66 B BLOK BAĞ BÖLÜM NO:8 KARTAL  / İSTANBUL,KARTAL,ESENTEPE,10531.0,26844,2.5,363000
İSTANBUL,KORDONBOYU MAHALLESI TURGUT ÖZAL BULVARI NO:65 - 16 KARTAL / İSTANBUL,KARTAL,KORDONBOYU,6099.0,11356,1.9,363000
İSTANBUL,RÜZGARLIBAHÇE MAH. IHLAMUR SK.NO:3/A BEYKOZ / İSTANBUL,BEYKOZ,RUZGARLIBAHCE,2331.0,8011,3.4,363000
İSTANBUL,"HALKALI MERKEZ MAHALLESI TURGUT ÖZAL BULVARI, ATAKENT , KÜÇÜKÇEKMECE/İSTANBUL",KUCUKCEKMECE,HALKALI,17716.0,78180,4.4,315000
İSTANBUL,"GÖKTÜRK MERKEZ MAHALLESI 251 ADA 454 NO'LU PARSEL HIZIR CADDESI KEMERKÖY SITESI NO:74/1-D, GÖKTÜRK İSTANBUL",EYUPSULTAN,GOKTURK MERKEZ,1261.0,36843,29.2,471000
İSTANBUL,ÖMERLI MAH. ORMANYOLU SOK. DIŞ KAPI NO:2 İÇ KAPI NO:9 MAHAL NO:Z-24 ZEMIN ANA HIZMET BINASI ÇEKMEKÖY /İSTANBUL,CEKMEKOY,OMERLI,88.3,4073,46.1,312000
İSTANBUL,OMERLI MAH. ORMANYOLU SOK. DIS KAPI NO:2 IC KAPI NO:9 MAHAL NO:Z-24 ZEMIN ANA HIZMET BINASI,CEKMEKOY,OMERLI,88.3,4073,46.1,312000
İSTANBUL,HALASKARGAZI MAH. RUMELI CAD. NO: 81/1 ŞIŞLI/İSTANBUL,SISLI,HALASKARGAZI,16748.0,1691,0.1,543000
İSTANBUL,"KOŞUYOLU CAD. DIREKLI ÇARŞI SOKAK, NO:1 KOŞUYOLU/KADIKÖY/İSTANBUL",KADIKOY,KOSUYOLU,11217.0,7839,0.7,567000
İSTANBUL,"KOŞUYOLU MAHALLESI, MUHITTIN ÜSTÜNDAĞ CD. DIŞ KAPI NO:11, B BLOK: NO:33 34718 KADIKÖY",KADIKOY,KOSUYOLU,11217.0,7839,0.7,567000
İSTANBUL,"MUHITTIN ÜSTÜNDAĞ SOKAK BINA NO: 75 KOŞUYOLU / KADIKÖY, ISTANBUL",KADIKOY,KOSUYOLU,11217.0,7839,0.7,567000
İSTANBUL,19 MAYIS MAH. ATATÜRK CAD. ULYA ENGIN İŞ MERKEZI NO:68 ZEMIN KAT D:1-2 KOZYATAĞI/KADIKÖY/İSTANBUL,KADIKOY,19 MAYIS,22695.0,30310,1.3,567000
İSTANBUL,MILLET CADDESI NO: 27 MVK WORK-SQUARE İŞ MERKEZI B BLOK ZEMIN KAT NO:2 İSTANBUL PENDIK,PENDIK,YENISEHIR,8697.0,57841,6.7,294000
İSTANBUL,YENİŞEHİR MAH. MİLLET CAD. LENS İSTANBUL SIT. E BLOK APT. NO: 34 EG / PENDİK / İSTANBUL,PENDIK,YENISEHIR,8697.0,57841,6.7,294000
İSTANBUL,İNÖNÜ MAHALLESİ HALKALI CAD. 2 APT. NO: 206 G - H KÜÇÜKÇEKMECE/İSTANBUL,KUCUKCEKMECE,INONU,38862.0,73048,1.9,315000
İSTANBUL,İDEALTEPE MAHALLESI MIZRAK SOKAK NO:2 DÜK:34-35 MALTEPE / İSTANBUL,MALTEPE,IDEALTEPE,17406.0,21982,1.3,390000
İSTANBUL,"ALTAY ÇEŞME MAHALLESI, NARLIÇIFTLIĞI MEVKII ZÜHAL SK. NO:23, 34843 MALTEPE/İSTANBUL",MALTEPE,ALTAYCESME,22494.0,30255,1.3,390000
İSTANBUL,"EVREN MAH. GULBAHAR CAD NO:96 BAGCILAR, ISTANBUL, 34212",BAGCILAR,15 TEMMUZ,26817.0,50755,1.9,315000
İSTANBUL,"ESENTEPE MH. BÜYÜKDERE CADDESI, NO: 199, LEVENT, ŞIŞLI, İSTANBUL",SISLI,ESENTEPE,4514.0,7056,1.6,543000
İSTANBUL,"TURGUT ÖZAL BULVARI, SAHIL YOLU SÜREYYAPAŞA AVM, SÜREYYAPAŞA/MALTEPE/İSTANBUL",MALTEPE,FEYZULLAH,23378.0,19052,0.81,390000
İSTANBUL,ABDURRAHMAN GAZI MAH. EBUBEKIR CADDESI EGE BOYU PROJESI TICARET BLOĞU NO:17AC SAMANDIRA / SANCAKTEPE / ISTANBUL,SANCAKTEPE,ABDURRAHMANGAZI,8093.0,31716,3.9,252000
İSTANBUL,HALASKARGAZI MAH. HALASKARGAZI CADDESI NO:38-66 ŞIŞLI - İSTANBUL,SISLI,HALASKARGAZI,16748.0,1691,0.1,543000
İSTANBUL,MAHMUTBEY MAHALLESİ PEYAMİ SAFA CAD. NO: 38 F BAĞCILAR/İSTANBUL,BAGCILAR,MAHMUTBEY,5225.0,24596,4.7,315000
İSTANBUL,ZIYAGÖKALP MAHALLESI SÜLEYMAN DEMIREL BULVARI MALL OF İSTANBUL AVM 66.10 KOTU: 129 NOLU MAĞAZA MAHMUTBEY/BAŞAKŞEHIR/İSTANBUL,BASAKSEHIR,ZIYA GOKALP,1443.0,21113,14.6,345000
İSTANBUL,ZIYAGÖKALP MAHALLESI SÜLEYMAN DEMIREL BULVARI MALL OF İSTANBUL AVM 73.10 KOTU: 309 NOLU MAĞAZA MAHMUTBEY/BAŞAKŞEHIR/İSTANBUL,BASAKSEHIR,ZIYA GOKALP,1443.0,21113,14.6,345000
İSTANBUL,ZIYAGÖKALP MAHALLESI SÜLEYMAN DEMIREL BULVARI MALL OF İSTANBUL AVM  065-211 NOLU MAĞAZA  MAHMUTBEY / BAŞAKŞEHIR,BASAKSEHIR,ZIYA GOKALP,1443.0,21113,14.6,345000
İSTANBUL,CEVIZLI MAH. TUGAY YOLU MALTEPE CARREFOUR ALIŞVERIŞ MERKEZI NO:67  MAĞAZA NO :2-002 MALTEPE/İSTANBUL,MALTEPE,CEVIZLI,16245.0,35382,2.2,390000
İSTANBUL,FEYZULLAH MAH. BAGDAT CADDESI NO:276/A MALTEPE / İSTANBUL,MALTEPE,FEYZULLAH,23378.0,19052,0.81,390000
İSTANBUL,"FEYZULLAH, BAĞDAT CD. NO: 288, 34843 MALTEPE ISTANBUL",MALTEPE,FEYZULLAH,23378.0,19052,0.81,390000
İSTANBUL,İSTINYE MAH. BALABANDERE CAD. NO:1 İSTINYE-SARIYER/İSTANBUL,SARIYER,ISTINYE,12196.0,16089,1.3,819000
İSTANBUL,OSMANIYE MAH. EKREM KURT BULV. E-5 SAHIL YOLU ÜZERI S:120 BAKIRKÖY/İSTANBUL,BAKIRKOY,OSMANIYE,10086.0,24126,2.4,525000
İSTANBUL,"FENERYOLU MAH. FAHRETTIN KERIM GOKAY CADDESI GAZI MUHTARPASA SOKAK NO:116 ZEMIN KAT BAĞIMSIZ BÖLÜM: 1-2, KADIKOY ISTANBUL",KADIKOY,FENERYOLU,24161.0,24488,1.0,567000
İSTANBUL,MASLAK MAH. SÖĞÜT SOKAK NO: 20 C8 BLOK - DÜKKAN NO : 149 SARIYER İSTANBUL,SARIYER,MASLAK,1328.0,8091,6.1,819000
İSTANBUL,YILDIRIM GÖKER CAD. MAYADROM AKATLAR ALIŞVERIŞ MERKEZI MĞZ NO:32A/B ETILER/BEŞIKTAŞ/İSTANBUL,BESIKTAS,ETILER,9854.0,12023,1.2,777000
İSTANBUL,KAVACIK MAH. EKINCILER CAD. NO:19 D2 BLOK 1. BODRUM KAT KAVACIK KAVŞAĞI - BEYKOZ 34810 İSTANBUL,BEYKOZ,KAVACIK,13862.0,22371,1.6,363000
İSTANBUL,FATIH MAHALLESI KATIP ÇELEBI CADDESI NO: 4/9 TEM OTOYOLU TUZLA/İSTANBUL,TUZLA,FATIH,377.0,1045,2.8,294000
İSTANBUL,İSTINYE MAH. DARÜŞAFAKA CAD. SEBA CENTER İŞ MERKEZI NO: 45 SARIYER ISTANBUL,SARIYER,ISTINYE,12196.0,16089,1.3,819000
İSTANBUL,"KUCUKBAKKALKOY MAH., VEDAT GÜNYOL CD. NO:28-30, 34758 ATAŞEHIR/İSTANBUL",ATASEHIR,KUCUKBAKKALKOY,12777.0,29032,2.3,486000
İSTANBUL,BAHÇELIEVLER MAH. ADNAN KAHVECI BULVARI NO: 227 BAĞIMSIZ BÖLÜM BAHÇELIEVLER,BAHCELIEVLER,BAHCELIEVLER,19452.0,61832,3.2,264000
İSTANBUL,"NECIP FAZIL MH. MABEYN CADDESI, NO: 3-A, ZEMIN KAT MAĞAZA NO: 59 METROGARDEN ALIŞVERIŞ MERKEZI ÜMRANIYE/İSTANBUL",UMRANIYE,NECIP FAZIL,16653.0,27002,1.6,372000
İSTANBUL,METROCITY ALIŞVERIŞ MERKEZI NO:171 MĞZ.NO:109 1.LEVENT/İSTANBUL,BESIKTAS,LEVENT,2956.0,3145,1.1,777000
İSTANBUL,ATATÜRK MAHALLESİ ERTUĞRUL GAZİ SK. METROPOL İSTANBUL SIT. D6 BLOK APT. NO: 2 J ATAŞEHİR/İSTANBUL,ATASEHIR,ATATURK,11843.0,30063,2.5,486000
İSTANBUL,ATATÜRK MAHALLESİ ERTUĞRUL GAZİ SK. D12 BLOK APT. NO: 2 Z/2B028 ATAŞEHİR/İSTANBUL,ATASEHIR,ATATURK,11843.0,30063,2.5,486000
İSTANBUL,FATIH SULTAN MEHMET MAH. BALKAN CAD. M1 MEYDAN AVM NO:64MAGAZA NO: 427 ÜMRANIYE/ISTANBUL,UMRANIYE,FATIH SULTAN MEHMET,955.0,3976,4.2,372000
İSTANBUL,SINANOBA MH. HAYIRLI SK. 1/1A BÜYÜKÇEKMECE,BUYUKCEKMECE,SINANOBA,9356.0,14778,1.6,267000
İSTANBUL,"MIMAROBA MAH. UNLUSOY CADDESI, MARINA 24 CARSI NO: 8/B - 8C BUYUKCEKMECE / ISTANBUL",BUYUKCEKMECE,MIMAROBA,13530.0,18376,1.4,267000
İSTANBUL,TEŞVIKIYE CAD. NO:162 NIŞANTAŞI CITY'S AVM KAT:1 NO: 108 NIŞANTAŞI/İSTANBUL,SISLI,HARBIYE,3247.0,2504,0.77,543000
İSTANBUL,MODA CAD. NO:188/C KADIKÖY/İSTANBUL,KADIKOY,CAFERAGA,19324.0,23977,1.2,567000
İSTANBUL,3T ÇARŞI PAZAR ALIŞVERIŞ MERKEZI BÜYÜKDERE CAD. LEVENT METROSU IÇI NO: 99 LEVENT/ŞIŞLI/İSTANBUL,SISLI,ESENTEPE,4514.0,7056,1.6,543000
İSTANBUL,ESENTEPE MAH. BÜYÜKDERE CAD. NO: 181 ÖZDILEK PARK AVM (MAĞAZA NO: Z0-K024B /K024C) LEVENT/ İSTANBUL,SISLI,ESENTEPE,4514.0,7056,1.6,543000
İSTANBUL,ATATÜRK MAH. ATAŞEHIR BULVARI 3. CADDE NO: 7 ATAŞEHIR / İSTANBUL,ATASEHIR,ATATURK,11843.0,30063,2.5,486000
İSTANBUL,TEPE NAUTILUS ALIŞVERIŞ MERKEZI NO:1 MĞZ.NO:41/A KADIKÖY/İSTANBUL,KADIKOY,KOSUYOLU,11217.0,7839,0.7,567000
İSTANBUL,KAYNARCA MAHALLESI ELKA SOKAK NO:31 PENDIK/ISTANBUL,PENDIK,KAYNARCA,14944.0,48246,3.2,294000
İSTANBUL,MIMAR SINAN MAHALLESI ÇAVUŞDERE CAD.. E(AVM) APT. NO: 41 E ÜSKÜDAR/İSTANBUL,USKUDAR,MIMAR SINAN,23838.0,12077,0.51,393000
İSTANBUL,"TAYAKADIN MAHALLESI, TERMINAL CADDESI. HAVALIMANI TERMINAL BINASI APT. NO:1- F KATI- F04 - İÇ HATLAR HAVA TARAFI. MAHAL KODU: 6_F_0353 ARNAVUTKÖY/İSTANBUL",ARNAVUTKOY,TAYAKADIN,149.0,5242,35.3,201000
İSTANBUL,"TAYAKADIN MAHALLESI, TERMINAL CADDESI.HAVALIMANI TERMINAL BINASI APT. NO:1- E KATI- E30 - DIŞ HATLAR HAVA TARAFI. MAHAL KODU: 6_E_0837 ARNAVUTKÖY/İSTANBUL",ARNAVUTKOY,TAYAKADIN,149.0,5242,35.3,201000
İSTANBUL,"TAYAKADIN MAHALLESI, TERMINAL CADDESI. HAVALIMANI TERMINAL BINASI APT. NO:1 - E KATI- E31 - DIŞ HATLAR HAVA TARAFI. MAHAL KODU: 6_E_0850 ARNAVUTKÖY/İSTANBUL",ARNAVUTKOY,TAYAKADIN,149.0,5242,35.3,201000
İSTANBUL,KOZYATAĞI MAH. DEĞIRMEN SK. NO:18 NIDA KULE KOZYATAĞI/İSTANBUL,KADIKOY,KOZYATAGI,23691.0,34164,1.4,567000
İSTANBUL,ESENTEPE MAHALLESI HARMAN 1 SOKAK NO:7-9 ŞIŞLI İSTANBUL,SISLI,ESENTEPE,4514.0,7056,1.6,543000
İSTANBUL,PIYALEPASA BULVARI OKMEYDANI MEMORIAL HASTANESI OKMEYDANI SISLI/İSTANBUL,SISLI,KAPTANPASA,10690.0,3312,0.31,543000
İSTANBUL,1453 SÖĞÜTÖZÜ SOKAK AĞAOĞLU MASLAK 1453 NO:20NIŞANTAŞI UNIVERSITESI BAĞIMSIZ BOLUM: C112 34398 SARIYER,SARIYER,MASLAK,1328.0,8091,6.1,819000
İSTANBUL,NIŞANTAŞI MAH. VALI KONAĞI CAD. NO:30 MAĞAZA NO:1-2 NIŞANTAŞI/İSTANBUL,SISLI,HARBIYE,3247.0,2504,0.77,543000
İSTANBUL,KÜÇÜKBAKKALKÖY MAHALLESI DILEK SABANCI CAD. ATAŞEHIR EVLENDIRME DAIRESI 1. BLOK NO : 25 ATAŞEHIR / İSTANBUL,ATASEHIR,KUCUKBAKKALKOY,12777.0,29032,2.3,486000
İSTANBUL,GÜRSEL MAH. ATIYE SOK. NO:1 ÇAĞLAYAN,KAGITHANE,GURSEL,35434.0,30033,0.85,516000
İSTANBUL,AKFIRAT BELDESI FORMULA 1 YANI OKAN ÜNIVERSITESI YAŞAM MERKEZI BINASI GIRIŞ KAT TUZLA/İSTANBUL,TUZLA,AKFIRAT,94.8,2471,26.1,294000
İSTANBUL,"HAMIDIYE MAHALLESI, NO:, CENDERE CD. NO:63, 34406 KAĞITHANE",KAGITHANE,HAMIDIYE,11336.0,38313,3.4,516000
İSTANBUL,MASLAK MAH. ESKI BÜYÜKDERE CAD. NO: 27 35A-36A-36B NOLU BAĞIMSIZ BÖLÜMLER,SARIYER,MASLAK,1328.0,8091,6.1,819000
İSTANBUL,USKUMRU KÖYÜ YORGANCI ÇIFTLIĞI MEVKII ORMANADA SITESI 34450 SARIYER/İSTANBUL,SARIYER,USKUMRUKOY,488.0,8178,16.8,819000
İSTANBUL,MECIDIYE MAHALLESI DEĞIRMEN SOKAK NO: 16 ORTAKÖY/BEŞIKTAŞ/İSTANBUL,BESIKTAS,MECIDIYE,21967.0,10766,0.49,777000
İSTANBUL,BÜYÜKDERE CAD. NO:24 SUN PLAZA MASLAK/İSTANBUL,SARIYER,MASLAK,1328.0,8091,6.1,819000
İSTANBUL,"ÖMERLI MAHALLESI, KADIROVA CD. NO: 1 ÇEKMEKÖY/İSTANBUL",CEKMEKOY,OMERLI,88.3,4073,46.1,312000
İSTANBUL,YUNUS EMRE MAH. LÜTFÜ AYKAÇ BULVARI NO: 80 VEGA İSTANBUL AVM 1. BODRUM KAT 1B-M-01 SULTANGAZI / İSTANBUL,SULTANGAZI,YUNUSEMRE,36974.0,46999,1.3,231000
İSTANBUL,"BARBAROS MAH. HALK CAD. NO:8/B, PALLADIUM AVM BAGIMSIZ BOLUM: B38 ATAŞEHIR/ İSTANBUL",ATASEHIR,BARBAROS,11065.0,32487,2.9,486000
İSTANBUL,FATIH MAHALLESI KATIP ÇELEBI CADDESI NO: 4/9 TEM OTOYOLU TUZLA/ ISTANBUL,TUZLA,FATIH,377.0,1045,2.8,294000
İSTANBUL,"CEVIZLI MAHALLESI, TUGAY YOLU CD. NO:69C C BLOK, MAĞAZA NO: 2K-A-K39 34846 MALTEPE",MALTEPE,CEVIZLI,16245.0,35382,2.2,390000
İSTANBUL,AKPINAR MAH. KANUNI CAD. NO:6 SANCAKTEPE İSTANBUL,SANCAKTEPE,AKPINAR,12576.0,20949,1.7,252000
İSTANBUL,"ZUHAL CAD. ,NO:46/A , ZEMIN KAT, 357 NOLU MAĞAZA CEVIZLI MALTEPE",MALTEPE,CEVIZLI,16245.0,35382,2.2,390000
İSTANBUL,MECIDIYEKOY MAH. OGUZ SOK. NO: 9 ŞIŞLI İSTANBUL,SISLI,MECIDIYEKOY,44410.0,20219,0.46,543000
İSTANBUL,"CUMHURIYET CAD. NO. 8 RUZGARLIBAHCE BEYKOZ, ISTANBUL, 34805",BEYKOZ,RUZGARLIBAHCE,2331.0,8011,3.4,363000
İSTANBUL,"HACI ÖMER SABANCI HOLDING A.Ş. SABANCI CENTER KULE 2, 1.BODRUM 4.LEVENT/İSTANBUL",BESIKTAS,LEVENT,2956.0,3145,1.1,777000
İSTANBUL,ORTA MAH. ÜNIVERSITE CAD. NO: 27 ORHANLI TUZLA /İSTANBUL,TUZLA,ORTA,2806.0,10387,3.7,294000
İSTANBUL,FATİH MAH. KANUNİ CAD. NO: 7 / TUZLA / İSTANBUL,TUZLA,FATIH,377.0,1045,2.8,294000
İSTANBUL,MERKEZ MAH. ORTAÇEŞME CAD. NO:2 SARIYER İSTANBUL,SARIYER,MERKEZ,9185.0,12750,1.4,819000
İSTANBUL,"SANAYI MAH. SABIHA GOKCEN HAVALIMANI,GELEN YOLCU KATI DIŞ HATLAR KARA TARAFI , AL 301 NOLU ALAN, ISTANBUL, 34906",PENDIK,SANAYI,251.0,3414,13.6,294000
İSTANBUL,"SAW DOMESTIC AIR SIDE: SANAYI MAHALLESI, SAHINLER CADDESI SABIHA GÖKÇEN HAVA LIMANI, HAVA TARAFI IÇ HATLAR GIDIŞ ASMA KAT ML511 – ML511A ,34906 PENDIK,ISTANBUL",PENDIK,SANAYI,251.0,3414,13.6,294000
İSTANBUL,MERKEZ MAH. 100.YIL CADDESI ICMELER MEVKII NO:42 BAGIMSIZ BOLUM NO: B-08 IS BANKASI TEKNOLOJI VE OPERASYON MERKEZI TUZLA/ISTANBUL,TUZLA,ICMELER,11484.0,10467,0.91,294000
İSTANBUL,AYAZAĞA MAH. MIMAR SINAN SOK. E APT. NO:21/1 SARIYER,SARIYER,AYAZAGA,2264.0,35317,15.6,819000
İSTANBUL,ŞERIFALI MAH. ÇETIN CAD. (TEM YAN YOLU) HÜSREV SOK. NO:2/1 ÜMRANIYE/İSTANBUL,UMRANIYE,SERIFALI,6872.0,8460,1.2,372000
İSTANBUL,ALTUNIZADE MAH. KISIKLI CAD. NO:25 ÜSKÜDAR/İSTANBUL,USKUDAR,ALTUNIZADE,7833.0,13886,1.8,393000
İSTANBUL,MAHIR İZ CAD. CAPITOL ALIŞVERIŞ MERKEZI 1.KAT 43-60 ALTUNIZADE/ÜSKÜDAR/İSTANBUL,USKUDAR,ALTUNIZADE,7833.0,13886,1.8,393000
İSTANBUL,ALIPAŞA MAHALLESI TEM CADDESI NO:120 SILIVRI / İSTANBUL,SILIVRI,ORTAKOY,227.0,3809,16.8,186000
İSTANBUL,ALIPAŞA MAHALLESI TEM CADDESI NO:125 SILIVRI / İSTANBUL,SILIVRI,ORTAKOY,227.0,3809,16.8,186000
İSTANBUL,"VEGA ALISVERIS MERKEZI SILIVRI, YENI MAH., GENERAL ALI IHSAN TURKKAN CADDESI, NO:7 SILIVRI / ISTANBUL",SILIVRI,YENI,1368.0,32829,24.0,186000
İSTANBUL,"MECIDIYEKÖY, ORTAKLAR CAD., NO:17 , MELIHA AVNI SÖZEN FUAR MERKEZI, ŞİŞLİ / İSTANBUL 3564",SISLI,MECIDIYEKOY,44410.0,20219,0.46,543000
İSTANBUL,SUADIYE BAĞDAT CAD. ALI BOR APT. NO:433/A KADIKÖY/İSTANBUL,KADIKOY,SUADIYE,15157.0,22484,1.5,567000
İSTANBUL,SUADIYE MAH. PLAJYOLU SOKAK NO: 18/2 KADIKÖY / ISTANBUL,KADIKOY,SUADIYE,15157.0,22484,1.5,567000
İSTANBUL,ALEMDAR MAH. DIVAN YOLU CAD.-NO :76/A BEYAZIT/İSTANBUL,FATIH,BEYAZIT,1027.0,114,0.11,348000
İSTANBUL,MAHIR İZ CADDESI CAPITOL AVM KAT:4 MAĞAZA NO: 18701 ALTUNIZADE/ USKUDAR / ISTANBUL,USKUDAR,ALTUNIZADE,7833.0,13886,1.8,393000
İSTANBUL,INKILAP MAH.KUCUKSU CADDESI AKASYA PARK UMRANIYE AVM 2.BODRUM KAT MAGAZA NO: A3B2-K35 UMRANIYE ISTANBUL,UMRANIYE,INKILAP,14444.0,29569,2.0,372000
İSTANBUL,INKILAP MAH. ALEMDAĞ CAD. NO: 169 CAN PARK AVM ZEMIN KAT MAĞAZA NO : 35,UMRANIYE,INKILAP,14444.0,29569,2.0,372000
İSTANBUL,GÜMÜŞSUYU MAH. SIRASELVILER CAD. NO: 5 TAKSIM/BEYOĞLU/İSTANBUL,BEYOGLU,GUMUSSUYU,6215.0,2109,0.34,582000
İSTANBUL,ATAKENT MAH. 221. SOK. NO: 9 H / 5 KÜÇÜKÇEKMECE,KUCUKCEKMECE,ATAKENT,10949.0,93229,8.5,315000
İSTANBUL,"KEMANKEŞ KARAMUSTAFA PAŞA MAHALLESI, MUMHANE CD. NO:50, 34425 BEYOĞLU",BEYOGLU,KEMANKES KARA MUSTAFA PASA,905.0,128,0.14,582000
İSTANBUL,SAADETDERE MAH. 137. SK. TORIUM AVM MĞZ. NO : 263 HARAMIDERE SANAYI SITESI KARŞISI ESENYURT/İSTANBUL,ESENYURT,SAADETDERE,62919.0,21850,0.35,246000
İSTANBUL,"FULYA MAHALLESI, AKINCI BAYIRI SK. NO:14,ZEMIN KAT BAGIMSIZ BOLUM NO:144 34394 ŞIŞLI/İSTANBUL",SISLI,FULYA,25700.0,17327,0.67,543000
İSTANBUL,İNCIRLI CAD. TOWN CENTER AVM NO:11 MĞZ. NO:208 BAKIRKÖY/İSTANBUL,BAKIRKOY,ZUHURATBABA,11368.0,20966,1.8,525000
İSTANBUL,ATATÜRK MAH. ATAPARK CAD. B9 BLOK APT. NO:3MA ATAŞEHIR/İSTANBUL,ATASEHIR,ATATURK,11843.0,30063,2.5,486000
İSTANBUL,KEMERDERE MEVKİİ BARAJ YOLU CAD NO:17 34775 A BLOK ZEMİN KAT B.B. NO:1 YUKARI DUDULLU/ÜMRANİYE İSTANBUL,UMRANIYE,YUKARIDUDULLU,11369.0,20295,1.8,372000
İSTANBUL,INKILAP MAH.KUCUKSU CADDESI AKASYA PARK UMRANIYE AVM 2.BODRUM KAT MAGAZA NO: A3B2-K35 UMRANIYE,UMRANIYE,INKILAP,14444.0,29569,2.0,372000
İSTANBUL,AYDINTEPE MAH. PROF DR NECMETTIN ERBAKAN CADDESI DIS KAPI NO:70 IC KAPI NO:2-3-4 TUZLA / ISTANBUL,TUZLA,AYDINTEPE,8339.0,23998,2.9,294000
İSTANBUL,POSTANE MAH. CUMHURİYET CAD. NO: 5 TA / 11 TUZLA / İSTANBUL,TUZLA,POSTANE,3737.0,19574,5.2,294000
İSTANBUL,"UGUR MUMCU MAHALLESI, ŞEYH ŞAMIL CADDESI, NO: 13CG, KARTAL / İSTANBUL",KARTAL,UGUR MUMCU,23557.0,41544,1.8,363000
İSTANBUL,"MEHMET AKIF MAHALLESI, ELALMIS CADDESI, NO:15 UMRANIYE / ISTANBUL",UMRANIYE,MEHMET AKIF,33665.0,24911,0.74,372000
İSTANBUL,"HUZUR MAH., AYAZAĞA CAD. NO:4, UNIQ ISTANBUL GF BLOK MAĞAZA NO: 029 34396 MASLAK/SARIYER/İSTANBUL",SARIYER,HUZUR,3314.0,7948,2.4,819000
İSTANBUL,"AYAZAGA MAH. CENDERE CAD. NO: 109/C 2.KAT BAGIMSIZ BOLUM: 1-02011, 1-02012 SARIYER",SARIYER,AYAZAGA,2264.0,35317,15.6,819000
İSTANBUL,"AYAZAĞA MAH. CENDERE CAD. NO: 109/C BAGIMSIZ BOLUM:4-Z022, 4-Z014, 4-Z015 SARIYER",SARIYER,AYAZAGA,2264.0,35317,15.6,819000
İSTANBUL,AYAZAGA MAH. CENDERE CAD. NO: 109/C BAGIMSIZ BOLUM: 1-02019 SARIYER,SARIYER,AYAZAGA,2264.0,35317,15.6,819000
